"Entry"	"Entry Name"	"Protein names"	"Gene Names"	"Organism"	"Gene Ontology IDs"	"Gene Ontology (GO)"	"Gene Ontology (biological process)"	"Gene Ontology (cellular component)"	"Gene Ontology (molecular function)"	"Organism (ID)"	"Gene Names (synonym)"	"Gene Names (ordered locus)"	"Gene Names (ORF)"	"Gene Names (primary)"	"Proteomes"	"Protein families"	"RefSeq"	"KEGG"	"GeneID"	"EnsemblBacteria"	"Annotation"	"Keywords"	"Caution"	"Keyword ID"	"Miscellaneous [CC]"	"Protein existence"	"Reviewed"	"Tools"	"UniParc"	"Comments"	"Features"	"Taxonomic lineage"	"Taxonomic lineage (Ids)"	"Virus hosts"	"Intramembrane"	"Subcellular location [CC]"	"Topological domain"	"Transmembrane"
"Q8PZZ8"	"RL37_METMA"	"50S ribosomal protein L37e"	"rpl37e MM_0340"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003735; GO:0005840; GO:0006412; GO:0008270; GO:0019843; GO:1990904"	"ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; translation [GO:0006412]"	"translation [GO:0006412]"	"ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]"	"rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]"	192952		"MM_0340"		"rpl37e"	"UP000000595: Chromosome"	"Eukaryotic ribosomal protein eL37 family"	"WP_011032294.1;"	"mma:MM_0340;"	"44086459;66134490;"	"AAM30036;"	2	"Metal-binding;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding;Zinc;Zinc-finger"		"KW-0479; KW-0687; KW-0689; KW-0694; KW-0699; KW-0862; KW-0863"		"Inferred from homology"	"reviewed"		"UPI0000134050"	"COFACTOR (1); FUNCTION (1); SIMILARITY (1)"	"Binding site (4); Chain (1); Zinc finger (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q001"	"TRPB2_METMA"	"Tryptophan synthase beta chain 2 (EC 4.2.1.20)"	"trpB2 MM_0337"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004834; GO:0030170"	"pyridoxal phosphate binding [GO:0030170]; tryptophan synthase activity [GO:0004834]"			"pyridoxal phosphate binding [GO:0030170]; tryptophan synthase activity [GO:0004834]"	192952		"MM_0337"		"trpB2"	"UP000000595: Chromosome"	"TrpB family"		"mma:MM_0337;"		"AAM30033;"	2	"Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Lyase;Pyridoxal phosphate;Tryptophan biosynthesis"		"KW-0028; KW-0057; KW-0456; KW-0663; KW-0822"		"Inferred from homology"	"reviewed"		"UPI000013730D"	"CATALYTIC ACTIVITY (1); COFACTOR (1); FUNCTION (1); PATHWAY (1); SIMILARITY (1); SUBUNIT (1)"	"Chain (1); Modified residue (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q003"	"Q8Q003_METMA"	"3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)"	"MM_0335"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004420; GO:0008299; GO:0015936"	"hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]; coenzyme A metabolic process [GO:0015936]; isoprenoid biosynthetic process [GO:0008299]"	"coenzyme A metabolic process [GO:0015936]; isoprenoid biosynthetic process [GO:0008299]"		"hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]"	192952		"MM_0335"			"UP000000595: Chromosome"	"HMG-CoA reductase family"	"WP_011032289.1;"	"mma:MM_0335;"	"44086465;"	"AAM30031;"	2	"NADP;Oxidoreductase"		"KW-0521; KW-0560"		"Inferred from homology"	"unreviewed"		"UPI00000689DF"	"CATALYTIC ACTIVITY (1); PATHWAY (1); SIMILARITY (1)"		"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q010"	"Q8Q010_METMA"	"Chemotaxis protein CheA (EC 2.7.13.3)"	"cheA MM_0328"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0000155; GO:0005524; GO:0005737; GO:0006935"	"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]"	"chemotaxis [GO:0006935]"	"cytoplasm [GO:0005737]"	"ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]"	192952		"MM_0328"		"cheA"	"UP000000595: Chromosome"		"WP_011032282.1;"	"mma:MM_0328;"	"24880874;"	"AAM30024;"	2	"ATP-binding;Chemotaxis;Nucleotide-binding;Phosphoprotein;Transferase;Two-component regulatory system"		"KW-0067; KW-0145; KW-0547; KW-0597; KW-0808; KW-0902"		"Predicted"	"unreviewed"		"UPI00000689D8"	"CATALYTIC ACTIVITY (1)"	"Compositional bias (3); Domain (3); Modified residue (1); Region (3)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q012"	"CHED1_METMA"	"Probable chemoreceptor glutamine deamidase CheD 1 (EC 3.5.1.44)"	"cheD1 MM_0326"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0006935; GO:0050568"	"protein-glutamine glutaminase activity [GO:0050568]; chemotaxis [GO:0006935]"	"chemotaxis [GO:0006935]"		"protein-glutamine glutaminase activity [GO:0050568]"	192952		"MM_0326"		"cheD1"	"UP000000595: Chromosome"	"CheD family"	"WP_011032280.1;"	"mma:MM_0326;"	"44086474;66134940;"	"AAM30022;"	2	"Chemotaxis;Hydrolase"		"KW-0145; KW-0378"		"Inferred from homology"	"reviewed"		"UPI00000689D6"	"CATALYTIC ACTIVITY (1); FUNCTION (1); SIMILARITY (1)"	"Chain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q015"	"Q8Q015_METMA"	"Flagellin"	"MM_0323"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005198; GO:0016020; GO:0097588; GO:0097589"	"archaeal-type flagellum [GO:0097589]; membrane [GO:0016020]; structural molecule activity [GO:0005198]; archaeal or bacterial-type flagellum-dependent cell motility [GO:0097588]"	"archaeal or bacterial-type flagellum-dependent cell motility [GO:0097588]"	"archaeal-type flagellum [GO:0097589]; membrane [GO:0016020]"	"structural molecule activity [GO:0005198]"	192952		"MM_0323"			"UP000000595: Chromosome"	"Archaeal flagellin family"	"WP_011032277.1;"	"mma:MM_0323;"	"24864071;66134942;"	"AAM30019;"	2	"Archaeal flagellum;Cell projection;Cilium;Flagellum;Membrane;Transmembrane;Transmembrane helix"		"KW-0974; KW-0966; KW-0969; KW-0282; KW-0472; KW-0812; KW-1133"		"Inferred from homology"	"unreviewed"		"UPI00000689D3"	"FUNCTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1)"	"Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Archaeal flagellum {ECO:0000256|ARBA:ARBA00004618, ECO:0000256|RuleBase:RU361282}."		"TRANSMEM 12..36; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8Q016"	"Q8Q016_METMA"	"Flagellin"	"MM_0322"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005198; GO:0016020; GO:0097588; GO:0097589"	"archaeal-type flagellum [GO:0097589]; membrane [GO:0016020]; structural molecule activity [GO:0005198]; archaeal or bacterial-type flagellum-dependent cell motility [GO:0097588]"	"archaeal or bacterial-type flagellum-dependent cell motility [GO:0097588]"	"archaeal-type flagellum [GO:0097589]; membrane [GO:0016020]"	"structural molecule activity [GO:0005198]"	192952		"MM_0322"			"UP000000595: Chromosome"	"Archaeal flagellin family"	"WP_011032276.1;"	"mma:MM_0322;"	"44086477;66134943;"	"AAM30018;"	2	"Archaeal flagellum;Cell projection;Cilium;Flagellum;Membrane;Transmembrane;Transmembrane helix"		"KW-0974; KW-0966; KW-0969; KW-0282; KW-0472; KW-0812; KW-1133"		"Inferred from homology"	"unreviewed"		"UPI00000689D2"	"FUNCTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1)"	"Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Archaeal flagellum {ECO:0000256|ARBA:ARBA00004618, ECO:0000256|RuleBase:RU361282}."		"TRANSMEM 12..36; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8Q036"	"Q8Q036_METMA"	"Bifunctional protein GlmU (EC 2.3.1.157) (EC 2.7.7.23)"	"MM_0302"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003977; GO:0006048; GO:0019134"	"glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]"	"UDP-N-acetylglucosamine biosynthetic process [GO:0006048]"		"glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]"	192952		"MM_0302"			"UP000000595: Chromosome"	"Transferase hexapeptide repeat family; N-acetylglucosamine-1-phosphate uridyltransferase family"	"WP_011032256.1;"	"mma:MM_0302;"	"44086503;66134967;"	"AAM29998;"	2	"Nucleotidyltransferase;Transferase"		"KW-0548; KW-0808"		"Inferred from homology"	"unreviewed"		"UPI00000689BE"	"CATALYTIC ACTIVITY (2); PATHWAY (2); SIMILARITY (2)"	"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q039"	"Q8Q039_METMA"	"Bifunctional protein GlmU (EC 2.3.1.157) (EC 2.7.7.23)"	"MM_0299"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003977; GO:0006048; GO:0019134"	"glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]"	"UDP-N-acetylglucosamine biosynthetic process [GO:0006048]"		"glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]"	192952		"MM_0299"			"UP000000595: Chromosome"	"Transferase hexapeptide repeat family; N-acetylglucosamine-1-phosphate uridyltransferase family"		"mma:MM_0299;"		"AAM29995;"	2	"Nucleotidyltransferase;Transferase"		"KW-0548; KW-0808"		"Inferred from homology"	"unreviewed"		"UPI00000689BC"	"CATALYTIC ACTIVITY (2); PATHWAY (2); SIMILARITY (2)"	"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q051"	"DHYS2_METMA"	"Probable deoxyhypusine synthase 2 (DHS 2) (EC 2.5.1.46)"	"dys2 MM_0287"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0008612; GO:0034038"	"deoxyhypusine synthase activity [GO:0034038]; peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]"	"peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]"		"deoxyhypusine synthase activity [GO:0034038]"	192952		"MM_0287"		"dys2"	"UP000000595: Chromosome"	"Deoxyhypusine synthase family"	"WP_015410997.1;"	"mma:MM_0287;"	"44086518;66134982;"	"AAM29983;"	2	"Hypusine biosynthesis;NAD;Transferase"		"KW-0386; KW-0520; KW-0808"		"Inferred from homology"	"reviewed"		"UPI00001293B1"	"CATALYTIC ACTIVITY (1); COFACTOR (1); FUNCTION (1); PATHWAY (1); SEQUENCE CAUTION (1); SIMILARITY (1)"	"Active site (1); Chain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q054"	"SYL_METMA"	"Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)"	"leuS MM_0283"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0002161; GO:0004823; GO:0005524; GO:0005737; GO:0006429"	"cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]; leucyl-tRNA aminoacylation [GO:0006429]"	"leucyl-tRNA aminoacylation [GO:0006429]"	"cytoplasm [GO:0005737]"	"aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]"	192952		"MM_0283"		"leuS"	"UP000000595: Chromosome"	"Class-I aminoacyl-tRNA synthetase family"	"WP_048038036.1;"	"mma:MM_0283;"	"44086522;"	"AAM29979;"	2	"Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis"		"KW-0030; KW-0067; KW-0963; KW-0436; KW-0547; KW-0648"		"Inferred from homology"	"reviewed"		"UPI00004CE206"	"CATALYTIC ACTIVITY (1); SEQUENCE CAUTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1)"	"Binding site (1); Chain (1); Motif (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00049}."		
"Q8Q055"	"Q8Q055_METMA"	"Threonine synthase (EC 4.2.3.1)"	"MM_0282"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004795; GO:0009088; GO:0030170"	"pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]"	"threonine biosynthetic process [GO:0009088]"		"pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]"	192952		"MM_0282"			"UP000000595: Chromosome"	"Threonine synthase family"	"WP_011032236.1;"	"mma:MM_0282;"	"24838651;"	"AAM29978;"	2	"Amino-acid biosynthesis;Lyase;Pyridoxal phosphate;Threonine biosynthesis"		"KW-0028; KW-0456; KW-0663; KW-0791"		"Inferred from homology"	"unreviewed"		"UPI00000689AD"	"CATALYTIC ACTIVITY (1); COFACTOR (1); FUNCTION (1); PATHWAY (1); SIMILARITY (1)"	"Binding site (3); Domain (1); Modified residue (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q081"	"MTXH_METMA"	"Putative methyltransferase mtx subunit H (EC 2.1.1.-)"	"mtxH MM_0256"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0006730; GO:0008168; GO:0032259"	"methyltransferase activity [GO:0008168]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]"	"methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]"		"methyltransferase activity [GO:0008168]"	192952		"MM_0256"		"mtxH"	"UP000000595: Chromosome"	"MtrH family"	"WP_011032210.1;"	"mma:MM_0256;"	"24882382;66135014;"	"AAM29952;"	2	"Methyltransferase;Transferase"		"KW-0489; KW-0808"		"Inferred from homology"	"reviewed"		"UPI0000068994"	"SIMILARITY (1); SUBUNIT (1)"	"Chain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q082"	"MTXA_METMA"	"Putative methyltransferase Mtx subunit A (EC 2.1.1.-)"	"mtxA MM_0255"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0008168; GO:0032259"	"methyltransferase activity [GO:0008168]; methylation [GO:0032259]"	"methylation [GO:0032259]"		"methyltransferase activity [GO:0008168]"	192952		"MM_0255"		"mtxA"	"UP000000595: Chromosome"	"MtrA family"		"mma:MM_0255;"		"AAM29951;"	2	"Methyltransferase;Transferase"		"KW-0489; KW-0808"		"Inferred from homology"	"reviewed"		"UPI0000068993"	"SIMILARITY (1); SUBUNIT (1)"	"Chain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q083"	"MTXX_METMA"	"Putative methyltransferase mtx subunit X (EC 2.1.1.-)"	"mtxX MM_0254"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0008168; GO:0032259"	"methyltransferase activity [GO:0008168]; methylation [GO:0032259]"	"methylation [GO:0032259]"		"methyltransferase activity [GO:0008168]"	192952		"MM_0254"		"mtxX"	"UP000000595: Chromosome"	"MtxX family"		"mma:MM_0254;"		"AAM29950;"	2	"Methyltransferase;Transferase"		"KW-0489; KW-0808"		"Inferred from homology"	"reviewed"		"UPI0000232CE0"	"SEQUENCE CAUTION (1); SIMILARITY (1); SUBUNIT (1)"	"Chain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8Q084"	"RFCL_METMA"	"Replication factor C large subunit (RFC large subunit) (Clamp loader large subunit)"	"rfcL MM_0253"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003689; GO:0005524; GO:0006260; GO:0016887"	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA clamp loader activity [GO:0003689]; DNA replication [GO:0006260]"	"DNA replication [GO:0006260]"		"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA clamp loader activity [GO:0003689]"	192952		"MM_0253"		"rfcL"	"UP000000595: Chromosome"	"Activator 1 small subunits family, RfcL subfamily"		"mma:MM_0253;"		"AAM29949;"	2	"ATP-binding;DNA replication;Nucleotide-binding"		"KW-0067; KW-0235; KW-0547"		"Inferred from homology"	"reviewed"		"UPI0000068991"	"FUNCTION (1); SIMILARITY (1); SUBUNIT (1)"	"Binding site (1); Chain (1); Compositional bias (2); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
